Date,cad_ig_er_ytd_index,us_hy_er_ytd_index,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime
2007-10-18,103.06573752207855,126.35458318596946,100.594877,407.292193,138.420852,14332.03,18.5,93.513,-0.2128,-0.25104,-1.8,-0.2279,-0.08,0.98
2007-10-19,102.93942748854639,125.45956123925706,102.70464,421.31342,139.411609,14001.66,22.96,86.952,-0.21174,-0.24979,-1.8,-0.2279,-0.04,0.98
2007-10-22,102.90069891057503,125.30260830402764,103.502265,425.205632,144.424489,14043.6,21.64,72.008,-0.21068,-0.24854,-1.8,-0.2279,-0.04,0.98
2007-10-23,102.89924611516345,125.63316734102348,103.850277,420.269693,142.08082,14087.49,20.41,74.102,-0.23212,-0.2473,-1.8,-0.2279,-0.04,0.98
2007-10-24,102.93001695363047,125.15494395162044,103.146249,427.731307,143.60136,14088.51,20.8,80.737,-0.26395,-0.24606,-1.8,-0.2375,-0.04,0.98
2007-10-25,102.9069533000968,125.25101753171492,103.786081,426.398044,144.240491,14124.94,21.17,77.565,-0.27406,-0.24483,-1.8,-0.2874,-0.04,0.98
2007-10-26,102.88550982927211,125.35555180761627,104.247452,425.191637,144.372017,14296.43,19.56,76.149,-0.28558,-0.2436,-1.8,-0.2874,0.0,0.98
2007-10-29,102.91059792162929,125.4440983214976,104.090329,424.469911,143.320497,14427.35,19.87,70.581,-0.28415,-0.24239,-1.8,-0.2874,0.0,0.98
2007-10-30,102.90874718660501,125.43164648813216,104.139468,425.296317,143.426944,14312.08,21.07,76.051,-0.29315,-0.25663,-1.8,-0.2874,0.0,0.98
2007-10-31,102.95196679734862,126.0081137595719,103.573482,416.047246,142.664581,14625.0,18.53,86.899,-0.26875,-0.33151,-2.3,-0.2124,0.0,0.76
2007-11-01,102.86576339192818,124.93898407861803,104.688092,438.915444,145.821655,14372.54,23.21,85.756,-0.27266,-0.34293,-2.3,-0.2381,0.0,0.76
2007-11-02,102.88783009092943,124.2202672485057,104.248898,450.653936,150.543496,14363.88,23.01,101.635,-0.24097,-0.34122,-2.3,-0.1622,-0.01,0.76
2007-11-05,102.78045061326007,124.12621051466053,106.131899,454.360865,155.00754,14273.37,24.31,90.307,-0.23976,-0.33951,-2.3,-0.1622,-0.01,0.76
2007-11-06,102.8012729614088,124.33397017967094,105.512239,451.512673,154.8875,14370.56,21.39,94.516,-0.23856,-0.33781,-2.3,-0.1622,-0.01,0.76
2007-11-07,102.6899804108809,123.70493595138477,107.112017,461.6562,157.995098,14118.18,26.49,123.46,-0.20144,-0.36549,-2.3,-0.3372,-0.01,0.76
2007-11-08,102.55638745078556,122.82869878684247,109.399677,475.646631,160.438835,14128.59,26.16,126.796,-0.20042,-0.36367,-2.3,-0.3348,-0.01,0.76
2007-11-09,102.33513092060616,122.1239812424608,112.342195,486.838529,163.945726,13869.82,28.5,134.805,-0.20942,-0.29956,-2.3,-0.3348,-0.05,0.76
2007-11-13,102.57349148488095,122.00636841498611,109.248495,491.763631,165.775232,13705.14,24.1,115.824,-0.1964,-0.29658,-2.3,-0.2968,-0.05,0.76
2007-11-14,102.31589085615569,122.22727110875175,114.254508,489.079581,165.474701,13774.54,25.94,120.342,-0.19382,-0.29509,-2.3,-0.2775,-0.05,0.76
2007-11-15,102.13217013785973,120.89888125852941,117.841535,512.839896,170.711401,13524.43,28.06,121.487,-0.1785,-0.29356,-2.3,-0.2786,-0.05,0.76
2007-11-16,102.00027000024396,120.28116535475118,120.522153,522.110513,173.528648,13530.36,25.49,112.111,-0.2265,-0.29209,-2.3,-0.3269,-0.08,0.76
2007-11-19,101.83593357318937,118.96214919723114,123.428276,545.893627,175.898465,13348.24,26.01,111.32,-0.21639,-0.29063,-2.3,-0.2871,-0.08,0.76
2007-11-20,101.7201636756431,118.39069051328015,125.142646,556.07823,177.542865,13459.77,24.88,123.533,-0.21528,-0.28918,-2.3,-0.2506,-0.08,0.76
2007-11-21,101.25510386214704,117.6360392601602,133.73168,569.077308,179.84781,13280.58,26.84,138.378,-0.21665,-0.28773,-2.3,-0.2445,-0.08,0.76
2007-11-23,101.11605870825717,117.89334577081758,136.502125,563.708695,179.632668,13467.2,25.61,124.089,-0.21449,-0.28486,-2.3,-0.2445,-0.11,0.76
2007-11-26,100.94646905721439,117.1202437273297,139.74148,576.948726,180.100781,13321.05,28.91,118.565,-0.21342,-0.28344,-2.3,-0.2445,-0.11,0.76
2007-11-27,101.04016699200791,117.34193820088889,138.97305,573.501745,181.672965,13369.12,26.28,122.154,-0.22022,-0.28202,-2.3,-0.2445,-0.11,0.76
2007-11-28,101.09533321313585,118.35292622785065,138.088206,558.059498,183.362029,13632.15,24.11,140.748,-0.23632,-0.28061,-2.3,-0.2438,-0.11,0.76
2007-11-29,101.03767723755257,118.30806687332665,138.95346,558.038445,187.933338,13663.89,23.97,141.821,-0.24198,-0.26027,-2.3,-0.2894,-0.11,0.76
2007-11-30,101.05117665462681,118.84747266061943,138.982487,549.15357,194.284547,13689.12,22.87,126.439,-0.24061,-0.21929,-2.9,-0.4023,-0.19,0.83
2007-12-03,100.94171694236816,118.41076354954427,140.474499,562.708275,194.401754,13657.17,23.61,132.978,-0.23379,-0.20616,-2.9,-0.367,-0.19,0.83
2007-12-04,100.93317176819738,118.02282368930254,140.478666,570.706939,198.440663,13579.62,23.79,129.455,-0.23262,-0.20513,-2.9,-0.367,-0.19,0.83
2007-12-05,101.11106024984113,118.24206287177557,137.69258,568.067741,200.72473,13734.54,22.53,138.07,-0.18802,-0.22821,-2.9,-0.2895,-0.19,0.83
2007-12-06,101.17226609943005,118.81940574334529,136.926836,554.3276,198.60861,13849.8,20.96,139.78,-0.18618,-0.22707,-2.9,-0.2838,-0.19,0.83
2007-12-07,101.27912762395268,119.794211754921,135.286708,544.782255,202.998359,13862.97,20.85,149.79,-0.18191,-0.22594,-2.9,-0.2504,-0.11,0.83
2007-12-10,101.3026850173762,120.2903559322569,135.497818,538.537931,201.715271,13940.36,20.74,158.329,-0.17519,-0.22481,-2.9,-0.2136,-0.11,0.83
2007-12-11,101.21474667946428,119.53897109317123,136.317118,550.540963,200.999753,13723.71,23.59,156.962,-0.19327,-0.22368,-2.9,-0.1808,-0.11,0.83
2007-12-12,101.50938622193225,119.99023399374124,131.296682,543.094867,200.404229,13809.38,22.47,169.811,-0.19751,-0.16319,-2.9,-0.1808,-0.11,0.83
2007-12-13,101.66789567608612,120.18552892994983,129.355329,540.538988,200.595198,13747.25,22.56,178.352,-0.18654,-0.16237,-2.9,-0.0587,-0.11,0.83
2007-12-14,101.58355879694444,120.55679885958723,131.323088,535.137306,196.767443,13674.23,23.27,181.255,-0.18964,-0.04759,-2.9,-0.0581,-0.18,0.83
2007-12-17,101.36931674200216,120.12823450612767,134.78405,542.781316,197.181715,13387.11,24.52,159.58,-0.18768,-0.04735,-2.9,-0.0506,-0.18,0.83
2007-12-18,101.34892602147572,119.60067446669062,134.927681,550.893229,197.597264,13358.07,22.64,156.296,-0.18522,-0.04711,-2.9,-0.0239,-0.18,0.83
2007-12-19,101.34146623286244,119.29754402286825,134.457271,553.953376,197.749294,13389.82,21.68,165.481,-0.18429,-0.04688,-2.9,-0.0239,-0.18,0.83
2007-12-20,101.37467208276927,118.81642689754226,134.050876,561.641594,197.390693,13407.01,20.58,161.43,-0.21695,0.05666,-2.9,-0.0317,-0.18,0.83
2007-12-21,101.45237242403088,119.56438284009536,133.112445,551.192909,196.194541,13596.09,18.47,163.572,-0.20414,0.22338,-2.9,0.0009,-0.17,0.83
2007-12-24,101.44086796877181,119.83752236753618,133.510778,547.915779,195.335845,13694.84,18.6,133.2,-0.20312,0.22226,-2.9,0.0009,-0.17,0.83
2007-12-26,101.44272080929669,120.28884458711353,133.6081,542.575227,195.297003,13694.84,18.66,140.856,-0.20975,0.18528,-2.9,0.0009,-0.17,0.83
2007-12-27,101.80768933543804,119.8985461515585,127.276624,549.149546,194.970593,13675.57,20.26,152.817,-0.23319,0.18435,-2.9,-0.0246,-0.17,0.83
2007-12-28,101.35853552619798,119.35123804085399,134.93646,557.950258,195.412051,13821.34,20.74,137.378,-0.24665,0.18343,-2.9,-0.0751,-0.14,0.83
2007-12-31,101.34555722052139,118.93695667272537,135.777564,563.282518,196.866893,13833.06,22.5,121.116,-0.24114,0.18251,-4.1,-0.0675,-0.14,0.46
2008-01-02,101.38416177017784,118.08220790800985,133.13748,585.831855,199.058744,13926.76,23.17,115.588,-0.25342,0.19874,-4.1,-0.0513,-0.14,0.46
2008-01-03,101.37972992896059,117.72519127705662,133.509195,591.744043,200.384747,13978.2,22.49,118.565,-0.22095,0.19775,-4.1,-0.0327,-0.14,0.46
2008-01-04,101.37259216136553,116.77771688217993,133.714564,609.779928,202.606766,13778.58,23.94,121.424,-0.23557,0.19676,-4.1,-0.1282,-0.2,0.46
2008-01-07,101.3319313103531,116.30997113393397,134.228628,618.505201,204.077415,13618.87,23.79,109.634,-0.23439,0.19578,-4.1,-0.1282,-0.2,0.46
2008-01-08,101.19157987506952,116.03532904980274,136.469966,623.688162,206.335432,13541.75,25.43,108.943,-0.22507,0.1948,-4.1,-0.0805,-0.2,0.46
2008-01-09,100.97833564775512,114.78046209040538,139.851625,646.234575,211.453725,13579.94,24.12,111.326,-0.22395,0.19383,-4.1,-0.0805,-0.2,0.46
2008-01-10,100.87960379245531,115.38148621355968,141.603971,637.48801,211.381385,13642.65,23.45,122.471,-0.21062,0.19286,-4.1,-0.0775,-0.2,0.46
2008-01-11,100.7494416394947,115.11212017282644,143.912583,642.359213,209.703493,13632.57,23.68,125.875,-0.23035,0.20366,-4.1,-0.0775,-0.24,0.46
2008-01-14,100.76145210148091,115.11124955430358,143.620048,642.177673,212.131871,13698.28,22.9,119.444,-0.2292,0.20264,-4.1,-0.0775,-0.24,0.46
2008-01-15,100.6683287093177,114.72844144429588,145.239883,649.099582,214.387637,13316.78,23.34,112.618,-0.24065,0.20163,-4.1,-0.1193,-0.24,0.46
2008-01-16,100.66156794719554,114.34200337837052,145.382038,657.196552,216.473873,13074.86,24.38,122.739,-0.20522,0.22365,-4.1,-0.0879,-0.24,0.46
2008-01-17,100.55220190257658,113.4952983200348,146.916917,672.752825,217.741833,12795.63,28.46,128.762,-0.26288,0.22253,-4.1,-0.1438,-0.24,0.46
2008-01-18,100.499608625657,113.1258622920658,147.925071,678.98891,219.152793,12737.12,27.18,144.887,-0.24466,0.22142,-4.1,-0.1438,-0.28,0.46
2008-01-22,100.354205114346,111.34458511991323,150.383555,712.655464,230.190597,12640.88,31.01,191.755,-0.24741,0.21921,-4.1,-0.1438,-0.28,0.46
2008-01-23,100.3314864807839,110.89204189346917,151.002214,720.637131,229.227667,12657.4,29.02,212.648,-0.24617,0.21812,-4.1,-0.1438,-0.28,0.46
2008-01-24,100.51410104033955,112.89360101370573,147.965739,684.958613,225.380879,12907.27,27.78,203.765,-0.24917,0.21702,-4.1,-0.1333,-0.28,0.46
2008-01-25,100.51829775986403,113.49515321694766,147.633566,671.91195,222.438405,12894.83,29.08,203.905,-0.24793,0.21594,-4.1,-0.1333,-0.31,0.46
2008-01-28,100.5419629609306,113.38513415328626,147.130818,675.796759,223.495003,12986.9,27.78,202.302,-0.26644,0.21486,-4.1,-0.1446,-0.31,0.46
2008-01-29,100.67551613623581,114.27314244856571,144.846951,659.235723,222.133046,13046.43,27.32,214.226,-0.2123,0.16356,-4.1,-0.117,-0.31,0.46
2008-01-30,100.68136884216531,114.64065883405401,144.669129,652.955996,221.534049,12998.21,27.62,231.968,-0.21227,0.16274,-4.1,-0.0906,-0.31,0.46
2008-01-31,100.7170617339628,114.07774449055681,143.937498,664.655062,226.494707,13155.1,26.2,243.536,-0.22367,0.17806,-4.9,-0.0603,-0.31,0.67
2008-02-01,100.700909279053,113.92403274649212,144.899689,670.826498,225.799991,13318.37,24.02,229.463,-0.23851,0.22531,-4.9,-0.1962,-0.37,0.67
2008-02-04,100.74717453937974,114.22702702235503,144.142211,667.123281,224.336131,13258.16,25.99,215.134,-0.24267,0.22419,-4.9,-0.2064,-0.37,0.67
2008-02-05,100.68782860798255,113.47648249348919,145.144546,680.65521,224.628981,12931.95,28.24,218.923,-0.29545,0.22307,-4.9,-0.2064,-0.37,0.67
2008-02-06,100.6875063291106,113.35739448688147,145.028149,683.707542,226.22934,12867.2,28.97,229.948,-0.27565,0.18769,-4.9,-0.2064,-0.37,0.67
2008-02-07,100.70327569781415,113.37331063042342,144.794362,684.373582,227.683932,12925.37,27.66,235.245,-0.28872,0.18675,-4.9,-0.2428,-0.37,0.67
2008-02-08,100.60229397114404,112.54191870525929,146.491588,699.024244,228.473341,12989.34,28.01,221.479,-0.25695,0.18582,-4.9,-0.2841,-0.26,0.67
2008-02-11,100.4724611912444,111.9267434630001,149.123881,710.44026,229.540411,13130.92,27.6,214.894,-0.25566,0.18489,-4.9,-0.2841,-0.26,0.67
2008-02-12,100.46110238119113,112.01525039930812,149.480015,709.696972,230.729858,13087.38,26.33,219.272,-0.25629,0.18396,-4.9,-0.2841,-0.26,0.67
2008-02-13,100.4306683103578,112.04057088801416,150.190394,710.679071,231.796369,13282.3,24.88,230.881,-0.23558,0.18304,-4.9,-0.2735,-0.26,0.67
2008-02-14,100.4161019134185,112.61871867692199,150.428925,700.482993,231.305241,13208.03,25.54,236.405,-0.22055,0.18213,-4.9,-0.2692,-0.26,0.67
2008-02-15,100.29714857908647,112.27127647098092,152.258582,707.207689,234.154113,13226.76,25.02,237.687,-0.26519,0.29693,-4.9,-0.2521,-0.24,0.67
2008-02-19,100.40049672451768,112.78830731533293,151.067122,700.24694,235.238733,13447.74,25.59,244.119,-0.25806,0.29396,-4.9,-0.2423,-0.24,0.67
2008-02-20,100.29614627152557,112.769931555527,153.66893,700.572986,236.149506,13551.69,24.4,239.846,-0.25708,0.38839,-4.9,-0.2127,-0.24,0.67
2008-02-21,100.24217165466105,112.24140307557344,154.627245,710.829669,236.245353,13509.55,25.12,237.202,-0.27899,0.38645,-4.9,-0.2127,-0.24,0.67
2008-02-22,100.27819391951951,112.27385026672331,153.887292,711.119044,236.868255,13585.93,24.06,237.719,-0.2776,0.38452,-4.9,-0.2127,-0.17,0.67
2008-02-25,100.33924144282244,113.20184397746658,153.010272,695.12274,236.752366,13697.45,23.03,247.881,-0.26251,0.38259,-4.9,-0.195,-0.17,0.67
2008-02-26,100.34766325862748,113.38455255156808,152.906997,692.835853,237.587281,13797.01,21.9,256.003,-0.27053,0.42318,-4.9,-0.195,-0.17,0.67
2008-02-27,100.36507442535793,113.40206482906858,152.854568,693.516858,237.826728,13778.38,22.69,268.345,-0.28646,0.42106,-4.9,-0.1969,-0.17,0.67
2008-02-28,100.29600742811215,112.44509331820159,153.989966,712.20249,240.282527,13873.89,23.53,261.747,-0.30118,0.43789,-4.9,-0.2083,-0.17,0.67
2008-02-29,100.1493441915249,110.77334162134021,155.842673,743.378306,248.450058,13582.69,26.54,256.676,-0.30758,0.51353,-6.1,-0.1509,-0.19,0.53
2008-03-03,100.09780389494485,110.64335304265344,156.603204,748.91145,252.060177,13544.38,26.28,277.248,-0.32255,0.523,-6.1,-0.2152,-0.19,0.53
2008-03-04,99.96714616220945,110.62476557506464,158.364767,745.875571,254.369219,13476.81,25.52,285.576,-0.32094,0.52038,-6.1,-0.2152,-0.19,0.53
2008-03-05,99.98208449734375,111.15362945723601,158.580687,737.083446,258.536652,13603.32,24.6,310.522,-0.30708,0.53285,-6.1,-0.2578,-0.19,0.53
2008-03-06,99.84870664985253,110.60209262301413,162.367568,747.622376,263.128227,13360.44,27.55,321.951,-0.30187,0.53019,-6.1,-0.2259,-0.19,0.53
2008-03-07,99.69075655855765,109.90167526390758,163.086332,760.955796,269.463471,13281.72,27.49,310.532,-0.30523,0.52753,-6.1,-0.2218,-0.11,0.53
2008-03-10,99.54808228310257,109.21278408527218,165.673183,775.149309,273.242254,13005.09,29.38,312.983,-0.29233,0.5249,-6.1,-0.2325,-0.11,0.53
2008-03-11,99.52113753980436,110.02276260075693,166.673232,761.031544,273.731235,13344.53,26.36,304.226,-0.28389,0.52227,-6.1,-0.2325,-0.11,0.53
2008-03-12,99.46165073808264,109.09754606795197,167.974452,779.612373,276.780891,13297.35,27.22,295.418,-0.28732,0.51966,-6.1,-0.2325,-0.11,0.53
2008-03-13,99.44053336432461,108.55324892628273,167.335801,792.492176,283.989712,13443.5,27.29,304.645,-0.27979,0.48135,-6.1,-0.3394,-0.11,0.53
2008-03-14,99.22415755929207,107.77806541747256,170.632692,806.186792,293.370383,13252.84,31.16,314.14,-0.27217,0.26912,-6.1,-0.3394,-0.24,0.53
2008-03-17,99.14630288877969,106.64012538018017,172.185896,830.375424,298.932855,12952.15,32.24,327.472,-0.32769,0.26778,-6.1,-0.3873,-0.24,0.53
2008-03-18,99.25462102033701,107.69374030456117,170.628581,811.86602,298.6068,13136.7,25.79,365.328,-0.32996,0.26644,-6.1,-0.3497,-0.24,0.53
2008-03-19,99.2277664745847,107.86186126092676,172.523514,807.181549,292.768434,12709.38,29.84,369.639,-0.32831,0.26511,-6.1,-0.3497,-0.24,0.53
2008-03-20,99.1915962452127,107.59930198222389,173.911978,812.25809,296.675258,12775.64,26.62,361.13,-0.32797,0.26378,-6.1,-0.3485,-0.24,0.53
2008-03-24,99.27391721443179,109.57712366464771,171.578682,777.548826,290.85253,13019.72,25.73,328.495,-0.29331,0.26115,-6.1,-0.3055,-0.27,0.53
2008-03-25,99.25269241438309,110.11161326486972,172.457779,765.892687,284.793807,13322.22,25.72,310.448,-0.30038,0.24439,-6.1,-0.3055,-0.27,0.53
2008-03-26,99.13862697627582,110.04490509398069,174.266017,768.843793,286.675071,13391.86,26.08,309.683,-0.33638,0.24317,-6.1,-0.2977,-0.27,0.53
2008-03-27,99.01197137959502,110.45967037487678,175.962381,760.675516,284.197678,13405.78,25.88,313.21,-0.32104,0.16881,-6.1,-0.2832,-0.27,0.53
2008-03-28,98.90908942372705,110.23260902026244,177.619482,765.674569,285.494143,13233.79,25.71,296.334,-0.3253,0.1152,-6.1,-0.2327,-0.22,0.53
2008-03-31,98.85552829673601,109.64530546442992,179.845902,778.953361,289.682643,13350.13,25.61,297.104,-0.31607,0.11463,-7.7,-0.2327,-0.22,0.31
2008-04-01,98.91271354085325,110.64759552389796,176.946219,762.765684,285.213797,13440.72,22.68,304.495,-0.29735,0.16521,-7.7,-0.2395,-0.22,0.31
2008-04-02,98.91767845970149,111.55508926078912,176.705688,744.775466,281.918343,13514.14,23.43,305.027,-0.30294,0.16438,-7.7,-0.2615,-0.22,0.31
2008-04-03,98.8515069050255,111.97799101889119,177.942267,736.129633,277.192196,13551.29,23.21,299.08,-0.30529,0.16356,-7.7,-0.2788,-0.22,0.31
2008-04-04,98.87951679013011,112.03744879290144,177.20116,733.999814,272.95989,13668.19,22.45,294.528,-0.31293,0.16274,-7.7,-0.2996,-0.27,0.31
2008-04-07,98.88436921540983,113.17916032108992,178.699912,713.719717,267.355416,13745.01,22.42,294.842,-0.31279,0.16193,-7.7,-0.3109,-0.27,0.31
2008-04-08,98.92557125169785,112.98868397434813,178.097586,718.401028,266.735457,13727.53,22.36,305.01,-0.3145,0.16112,-7.7,-0.3214,-0.27,0.31
2008-04-09,98.88081097289583,112.25922815726994,178.587605,730.739299,269.223612,13750.55,22.81,307.28,-0.29018,0.16031,-7.7,-0.352,-0.27,0.31
2008-04-10,98.83502507705474,112.35138883688694,179.271654,730.576506,271.773976,13909.58,21.98,311.543,-0.29188,0.15951,-7.7,-0.3406,-0.27,0.31
2008-04-11,98.74181959499016,112.05700202857844,181.141559,735.916452,272.616101,13683.03,23.46,311.635,-0.31447,0.25505,-7.7,-0.3406,-0.23,0.31
2008-04-14,98.67816141013323,112.05205425118085,183.787104,728.821028,273.725129,13738.6,23.82,327.287,-0.30969,0.25377,-7.7,-0.337,-0.23,0.31
2008-04-15,98.71041159335195,112.59249188860605,183.018397,727.33322,273.388846,13850.95,22.78,330.557,-0.28503,0.2525,-7.7,-0.3422,-0.23,0.31
2008-04-16,98.67562067701373,113.60231184680103,183.299783,708.38122,270.121062,14099.48,20.53,336.738,-0.2784,0.25146,-7.7,-0.3273,-0.23,0.31
2008-04-17,98.6659776472442,114.04663652953899,183.888414,699.221097,267.76472,14115.5,20.37,327.59,-0.29406,0.2502,-7.7,-0.323,-0.23,0.31
2008-04-18,98.71034774565092,115.16283370178206,182.961183,678.069399,262.528927,14237.06,20.13,317.065,-0.29259,0.24895,-7.7,-0.323,-0.26,0.31
2008-04-21,98.72860717469534,115.28819206474554,183.650382,675.599632,258.603677,14321.16,20.5,318.756,-0.29113,0.2477,-7.7,-0.323,-0.26,0.31
2008-04-22,98.81404553325453,115.60815983369521,181.976677,669.413881,257.111955,14266.34,20.87,321.365,-0.28582,0.36593,-7.7,-0.3268,-0.26,0.31
2008-04-23,98.95165253084856,115.74203527212603,178.718886,667.602403,256.561567,14069.8,20.26,330.56,-0.28439,0.3641,-7.7,-0.3268,-0.26,0.31
2008-04-24,99.0858533042644,116.48818864855149,175.796013,653.251135,255.669596,13966.33,20.06,331.793,-0.29211,0.36228,-7.7,-0.3401,-0.26,0.31
2008-04-25,99.17467356406804,116.87491216317285,174.122308,645.331698,253.041558,14103.87,19.59,325.688,-0.29768,0.36047,-7.7,-0.3401,-0.12,0.31
2008-04-28,99.33220611166719,116.83556424979682,171.994909,647.382981,251.853362,14085.85,19.64,318.353,-0.29619,0.35867,-7.7,-0.3401,-0.12,0.31
2008-04-29,99.46233076677163,116.77353624815285,169.56752,650.18809,248.481572,13825.6,20.24,312.637,-0.29073,0.30279,-7.7,-0.3401,-0.12,0.31
2008-04-30,99.54170156682004,116.81249761641972,167.559799,650.415171,246.635619,13937.04,20.79,312.453,-0.27527,0.26359,-8.0,-0.3391,-0.12,0.24
2008-05-01,99.65455288515182,117.176689713969,165.065864,646.885057,241.751193,14065.81,18.88,311.609,-0.28234,0.36924,-8.0,-0.3677,-0.12,0.24
2008-05-02,99.81587170276872,118.13941420543026,162.586755,630.355759,238.118427,14280.28,18.18,311.396,-0.2379,0.36739,-8.0,-0.2796,-0.09,0.24
2008-05-05,99.90694690122051,118.11657593100998,161.810713,631.000858,236.729421,14274.34,18.9,300.837,-0.23242,0.36556,-8.0,-0.3619,-0.09,0.24
2008-05-06,99.91066324280379,117.91885156612854,162.033078,635.982735,239.061988,14414.3,18.21,306.272,-0.23126,0.36373,-8.0,-0.3619,-0.09,0.24
2008-05-07,99.85490697104335,117.75299992689625,162.995728,637.337309,239.623041,14371.53,19.73,295.98,-0.20133,0.35212,-8.0,-0.2256,-0.09,0.24
2008-05-08,99.83312274351881,117.14697688345301,163.059857,648.842431,241.231242,14607.99,19.4,290.172,-0.22229,0.35036,-8.0,-0.1678,-0.09,0.24
2008-05-09,99.83155087392632,116.79815738755369,163.332467,656.035297,242.88327,14521.19,19.41,285.446,-0.20616,0.34861,-8.0,-0.1678,-0.1,0.24
2008-05-12,99.81790672155772,116.85281486599261,164.329979,655.789021,242.806293,14666.07,17.79,274.301,-0.20573,0.34687,-8.0,-0.1678,-0.1,0.24
2008-05-13,99.82732375073465,117.63557346957327,164.489947,640.943524,243.032076,14616.7,17.98,284.364,-0.22459,0.37475,-8.0,-0.1403,-0.1,0.24
2008-05-14,99.83634046496056,118.08072000668184,164.234411,632.810019,241.461926,14626.31,17.66,283.127,-0.22347,0.27741,-8.0,-0.1403,-0.1,0.24
2008-05-15,99.8557146951344,117.85608377661407,163.471953,637.600888,238.371446,14828.06,16.3,275.191,-0.28242,0.27603,-8.0,-0.197,-0.1,0.24
2008-05-16,99.89111672518268,118.12321974940971,163.049544,632.616565,237.468694,14984.2,16.47,276.578,-0.26705,0.27465,-8.0,-0.102,-0.09,0.24
2008-05-19,99.89617386848798,118.30069152930893,163.571727,630.363372,236.192782,14984.2,17.01,272.043,-0.25775,0.27327,-8.0,-0.102,-0.09,0.24
2008-05-20,99.92402768143448,117.90903450972479,162.765683,637.838304,237.830125,15047.34,17.58,269.053,-0.25646,0.27191,-8.0,-0.102,-0.09,0.24
2008-05-21,99.96228968310751,118.1052864350826,162.316531,634.031062,239.612287,14790.37,18.59,269.433,-0.25518,0.27055,-8.0,-0.102,-0.09,0.24
2008-05-22,99.98283850828955,118.37971800080057,162.409714,627.898176,241.264044,14792.36,18.05,276.668,-0.25318,0.2692,-8.0,-0.095,-0.09,0.24
2008-05-23,99.96362643100726,117.80454363580952,163.046245,639.497835,243.488376,14723.36,19.55,272.464,-0.24584,0.26785,-8.0,-0.0955,-0.06,0.24
2008-05-27,99.95173352986743,117.88820270176356,163.551741,640.774163,244.286116,14522.13,19.64,274.841,-0.24912,0.24972,-8.0,-0.0643,-0.06,0.24
2008-05-28,99.95650285179022,118.418172697632,163.462761,630.347904,241.826613,14688.62,19.07,280.374,-0.20847,0.24847,-8.0,-0.0491,-0.06,0.24
2008-05-29,99.96993519194423,118.71841239357836,162.999753,625.169441,240.849531,14577.17,18.14,285.171,-0.2093,0.24723,-8.0,-0.0537,-0.06,0.24
2008-05-30,99.99590803134869,118.57509573952687,162.563765,627.09144,238.227161,14714.73,17.83,282.354,-0.20266,0.27335,-8.0,-0.0588,-0.05,0.24
2008-06-02,99.9749710526825,117.91411073903559,164.667329,635.603241,237.339888,14814.18,19.83,284.1,-0.18943,0.28402,-8.8,-0.0457,-0.05,0.13
2008-06-03,99.92806326152298,117.3248649427006,165.834079,647.376,238.792068,14728.61,20.24,279.203,-0.1655,0.2826,-8.8,-0.024,-0.05,0.13
2008-06-04,99.90556758818674,117.31361112786023,166.155189,648.478473,239.322415,14690.46,20.8,288.017,-0.14818,0.28721,-8.8,-0.019,-0.05,0.13
2008-06-05,99.94078516932088,118.25371499953192,165.651283,632.132918,237.909914,14982.91,18.63,290.766,-0.14354,0.28578,-8.8,-0.0004,-0.05,0.13
2008-06-06,99.92989052191966,117.94183613300558,168.042154,638.6035,238.401339,14969.55,23.56,281.018,-0.11757,0.28435,-8.8,-0.0653,-0.06,0.13
2008-06-09,99.92026168052813,118.48684808578443,166.458565,626.516437,236.762263,14960.76,23.12,274.061,-0.09265,0.28293,-8.8,0.0344,-0.06,0.13
2008-06-10,99.91523291397885,118.98252736767452,166.425089,617.207376,236.351249,14736.2,23.18,270.308,-0.09701,0.28151,-8.8,0.0344,-0.06,0.13
2008-06-11,99.90641889086739,118.66475517494504,166.485501,623.737891,237.060552,14716.52,24.12,278.328,-0.09731,0.2801,-8.8,0.0344,-0.06,0.13
2008-06-12,99.93567938014809,119.31614553114149,166.051136,611.238084,236.608679,14602.59,23.33,278.435,-0.06798,0.29338,-8.8,0.0598,-0.06,0.13
2008-06-13,99.96058505083502,119.56189426038823,165.445506,607.123196,235.54026,14778.46,21.22,285.697,-0.07718,0.37511,-8.8,0.0598,-0.1,0.13
2008-06-16,99.97003451059027,119.46421133787292,165.480358,609.142222,235.539884,14944.28,20.95,283.783,-0.08684,0.37324,-8.8,0.0464,-0.1,0.13
2008-06-17,100.00557437059636,119.40391624768769,164.521506,611.362757,236.3487,15068.83,21.13,288.721,-0.10663,0.37137,-8.8,0.0201,-0.1,0.13
2008-06-18,100.01272936693613,118.72847802822155,164.509598,624.886815,237.270914,15073.13,22.24,289.816,-0.1061,0.36951,-8.8,0.0201,-0.1,0.13
2008-06-19,100.04805234744975,118.75581568771277,164.185695,624.435732,238.034699,14790.15,21.58,296.911,-0.10463,0.36767,-8.8,0.0326,-0.1,0.13
2008-06-20,100.04459241012624,117.88941823746073,163.918233,641.948929,241.708712,14580.67,22.87,298.089,-0.10411,0.36583,-8.8,0.0326,-0.18,0.13
