Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index
2014-10-30,112.826378,420.846683,116.766141,14458.69,14.52,303.615,-0.00351,-0.39556,6.3,-0.0013,-0.25,0.99,111.99420981864144,158.20646460756743,106.90607793618106
2014-10-31,113.038745,415.668933,117.422057,14613.32,14.03,305.603,0.0238,-0.42331,6.0,-0.0724,-0.19,0.98,111.99993206415013,158.5803288717383,106.90607154869272
2014-11-03,113.394672,412.99937,118.126083,14537.62,14.73,305.363,0.02807,-0.44828,6.0,-0.1269,-0.19,0.98,112.00862641467673,158.6977357218403,106.87036442417461
2014-11-04,112.656585,418.531026,118.982492,14390.43,14.89,302.25,0.01292,-0.44604,6.0,-0.1298,-0.19,0.98,112.07801918478474,158.27566613878477,106.7826908235161
2014-11-05,112.850754,415.90129,119.285683,14548.26,14.17,303.363,0.00789,-0.44381,6.0,-0.1281,-0.19,0.98,112.06923604844731,158.42904442942557,106.7551394570533
2014-11-06,113.846529,414.924817,119.227693,14563.38,13.67,307.769,0.01693,-0.44648,6.0,-0.1243,-0.19,0.98,111.99435853487458,158.54963417862533,106.76723629542721
2014-11-07,113.563378,421.641415,120.254313,14690.83,13.12,300.266,0.01879,-0.45827,6.0,-0.1515,-0.16,0.98,112.05146556840748,158.15981017187062,106.6993117441988
2014-11-10,114.445734,417.448228,120.076746,14709.8,12.67,306.722,0.0187,-0.45598,6.0,-0.1515,-0.16,0.98,111.98216824304612,158.4781078828709,106.70547992879251
2014-11-11,114.445734,417.448228,120.076746,14760.27,12.92,307.229,0.01951,-0.4537,6.0,-0.1515,-0.16,0.98,111.98216824304612,158.4781078828709,106.70547992879251
2014-11-12,113.368488,418.09865,120.648186,14856.2,13.02,309.024,0.02562,-0.45143,6.0,-0.1541,-0.16,0.98,112.05475286305386,158.426544917487,106.64757415305795
2014-11-13,113.072021,422.016261,121.429871,14778.77,13.79,306.078,0.01815,-0.44918,6.0,-0.1688,-0.16,0.98,112.07045352387846,158.17184745938985,106.56469542699557
2014-11-14,113.148168,429.756087,122.277469,14843.1,13.31,303.857,0.04114,-0.44389,6.0,-0.1091,-0.17,0.98,112.07614469435335,157.69082247177144,106.51941132826188
2014-11-17,113.099583,432.173415,122.860843,14882.5,13.99,305.226,0.0126,-0.44167,6.0,-0.1582,-0.17,0.98,112.08533957488856,157.54161627534017,106.50189044768828
2014-11-18,113.096854,439.025019,125.370256,14972.97,13.86,302.307,0.026,-0.32247,6.0,-0.1305,-0.17,0.98,112.08053071340889,157.08378900526372,106.22943638998524
2014-11-19,112.345309,442.457613,126.086852,14980.15,13.96,306.68,0.03768,-0.32086,6.0,-0.1097,-0.17,0.98,112.13695409619831,156.85310371241886,106.15809133873962
2014-11-20,113.263927,447.039168,126.130245,15075.18,13.58,304.927,0.11491,-0.21324,6.0,-0.0959,-0.17,0.98,112.07126258457973,156.56624025049837,106.16388372610145
2014-11-21,113.265425,441.02027,124.406929,15111.13,12.9,300.734,0.11728,-0.21218,6.0,-0.0959,-0.14,0.98,112.08859024538799,157.023808519962,106.35599808436554
2014-11-24,111.871172,439.769744,123.404836,15015.41,12.62,300.973,0.11755,-0.21111,6.0,-0.0959,-0.14,0.98,112.17239295259547,157.1123555246662,106.4746680368761
2014-11-25,112.258814,440.766454,122.843509,15073.65,12.25,293.512,0.10728,-0.18615,6.0,-0.0959,-0.14,0.98,112.15012769088183,157.001852757166,106.52533146539092
2014-11-26,113.152882,442.242228,123.027607,15038.41,12.07,293.897,0.02656,-0.12327,6.0,-0.1951,-0.14,0.98,112.12849613789307,156.93420835011509,106.50154232957263
2014-11-27,113.152882,442.242228,123.027607,14922.44,12.07,293.897,0.02643,-0.12266,6.0,-0.1951,-0.14,0.98,112.12849613789307,156.93420835011509,106.50154232957263
2014-11-28,112.251228,448.548569,123.709613,14744.7,13.33,287.357,0.0263,-0.12204,6.0,-0.1951,-0.16,0.98,112.19170941556656,156.37805914256603,106.37960304760274
2014-11-30,112.251228,448.548569,123.709613,14744.7,13.33,287.357,0.0263,-0.12204,5.5,-0.1951,-0.16,0.98,112.19170941556656,156.37805914256603,106.37960304760274
2014-12-01,114.736212,463.452802,125.772832,14625.32,14.29,294.759,0.03187,-0.16717,5.5,-0.1951,-0.16,0.98,112.13254144139952,155.38516781121854,106.25486072282389
2014-12-02,113.912079,463.737206,126.058183,14620.07,12.85,299.24,0.0527,-0.16634,5.5,-0.1253,-0.16,0.98,112.16145897999043,155.42542056309276,106.22992183910065
2014-12-03,113.848314,462.198503,126.01129,14754.06,12.47,297.474,0.0563,-0.18961,5.5,-0.1411,-0.16,0.98,112.16755523572728,155.5121966901127,106.2372088987389
2014-12-04,114.337449,464.3252,126.162432,14469.95,12.38,291.584,0.05284,-0.18866,5.5,-0.1476,-0.16,0.98,112.14884917520574,155.37281847476814,106.23216704125947
2014-12-05,114.027609,458.655813,126.107929,14473.7,11.82,295.15,0.03119,-0.17325,5.5,-0.1745,-0.22,0.98,112.15073809333138,155.71205622929352,106.2697595394254
2014-12-08,113.438045,468.000408,125.901971,14144.17,14.21,289.404,0.03104,-0.17239,5.5,-0.1745,-0.22,0.98,112.20216949390627,155.07143225559173,106.2818542486365
2014-12-09,114.357647,486.623666,127.504696,14195.73,14.89,283.472,0.05563,-0.17153,5.5,-0.1862,-0.22,0.98,112.1725805126209,153.86183074278114,106.11124230535756
2014-12-10,114.097699,501.614268,128.845087,13852.95,18.53,279.647,0.06159,-0.17067,5.5,-0.1862,-0.22,0.98,112.17307549351632,152.87812301147756,105.96784744998385
2014-12-11,116.181003,505.515605,129.781483,13905.12,20.08,278.156,0.06429,-0.13867,5.5,-0.1151,-0.22,0.98,112.06246613037067,152.62303237172713,105.88271181136733
2014-12-12,117.135608,526.418112,131.726852,13731.05,21.08,271.688,0.0818,-0.19221,5.5,-0.1151,-0.16,0.98,112.03044774733617,151.18929859362595,105.70760201170101
2014-12-15,117.587722,534.307478,132.922491,13705.14,20.42,273.592,0.11447,-0.19125,5.5,-0.0721,-0.16,0.98,111.97824502002958,150.63926710537214,105.58601297700959
2014-12-16,118.220895,551.800049,136.648148,13861.52,23.57,265.51,0.08737,-0.19029,5.5,-0.0802,-0.16,0.98,111.9383235900076,149.41193965302733,105.20578708652083
2014-12-17,121.086849,526.217624,135.47097,14213.88,19.44,270.211,0.08693,-0.2942,5.5,-0.0802,-0.16,0.98,111.75500419689641,150.91560671708945,105.37292955903848
2014-12-18,120.965125,494.309196,131.855648,14346.75,16.81,277.762,0.09718,-0.29273,5.5,-0.0742,-0.16,0.98,111.74174847533786,153.09587543637073,105.73415905914231
2014-12-19,118.760445,488.554017,130.758641,14468.26,16.49,271.942,0.09964,-0.29126,5.5,-0.0742,-0.3,0.98,111.90213560333146,153.52020737417712,105.85159090349228
2014-12-22,119.121199,483.46222,129.772595,14432.38,15.25,271.762,0.05935,-0.28981,5.5,-0.1149,-0.3,0.98,111.90649831611165,153.91342647330282,105.94861259336679
2014-12-23,118.866297,474.71409,129.42657,14594.03,14.8,283.645,0.04866,-0.33603,5.5,-0.1021,-0.3,0.98,111.8827325741948,154.6080380325835,105.97093047769931
2014-12-24,118.80698,474.252469,129.308054,14609.25,14.37,282.9,0.04815,-0.33435,5.5,-0.1018,-0.3,0.98,111.9054994757397,154.69227096081454,106.01615921820053
2014-12-25,118.80698,474.252469,129.308054,14609.25,14.37,282.9,0.04791,-0.33268,5.5,-0.1018,-0.3,0.98,111.9054994757397,154.69227096081454,106.01615921820053
2014-12-26,118.611227,474.559821,129.124175,14609.25,14.5,281.071,0.04767,-0.33102,5.5,-0.1018,-0.14,0.98,111.91371327306513,154.70467646607256,106.05847526400925
2014-12-29,117.81202,477.918598,129.580548,14663.92,15.06,276.769,0.03873,-0.32936,5.5,-0.1018,-0.14,0.98,111.98754422389254,154.56329489659,106.05741919926693
2014-12-30,118.819427,479.602793,129.995024,14640.04,15.92,274.106,0.03471,-0.27902,5.5,-0.1018,-0.14,0.98,111.93861325371546,154.42373413262072,106.00703469107717
2014-12-31,118.677715,482.452712,130.725337,14632.44,19.2,270.612,0.02221,-0.27762,6.2,-0.1036,-0.14,1.0,111.94942070654008,154.28149598882212,105.94640678071953
2015-01-01,118.677715,482.452712,130.725337,14632.44,19.2,270.612,0.0221,-0.27623,6.2,-0.1036,-0.14,1.0,111.94942070654008,154.28149598882212,105.94640678071953
2015-01-02,118.714035,486.950172,130.733452,14753.65,17.79,266.774,-0.0057,-0.30795,6.2,-0.0979,-0.23,1.0,111.96501638033871,154.06057105782597,105.95829714595253
2015-01-05,119.416731,499.849607,132.024851,14392.7,19.92,258.348,-0.00835,-0.30641,6.2,-0.1418,-0.23,1.0,111.95217354279525,153.2371259720998,105.83693553698522
2015-01-06,121.224277,515.244995,133.566178,14246.77,21.12,247.69,-0.02596,-0.30488,6.2,-0.1453,-0.23,1.0,111.85193067301199,152.25766526636986,105.71150982385379
2015-01-07,120.147773,509.564697,133.649451,14285.0,19.31,249.85,-0.00784,-0.30336,6.2,-0.1426,-0.23,1.0,111.9106985214119,152.60807557131952,105.7147083458745
2015-01-08,119.790339,496.979744,132.475555,14457.72,17.01,257.906,-0.01627,-0.30184,6.2,-0.1652,-0.23,1.0,111.90612314858761,153.48553306597643,105.79609213770718
2015-01-09,119.856988,499.934565,133.020689,14384.92,17.55,250.782,0.00649,-0.36323,6.2,-0.1828,-0.26,1.0,111.90928571972258,153.36570108522696,105.7779911941087
2015-01-12,120.066459,505.967524,133.905012,14265.01,19.6,247.619,0.00646,-0.36141,6.2,-0.1828,-0.26,1.0,111.92492729278369,152.93284120600592,105.7136817251928
2015-01-13,120.195991,498.662517,134.871414,14187.16,20.56,246.882,0.02843,-0.3596,6.2,-0.1828,-0.26,1.0,111.91832787443305,152.76049797528168,105.63591494368761
2015-01-14,122.126531,510.374327,137.119943,14084.43,21.48,243.235,-0.0284,-0.35919,6.2,-0.2835,-0.26,1.0,111.87184647495569,151.98248261886437,105.42669515796925
2015-01-15,119.637985,514.713299,137.265517,14041.82,22.39,233.732,-0.04594,-0.29295,6.2,-0.2919,-0.26,1.0,111.96421482248645,151.69733030108807,105.39415901644689
2015-01-16,122.133264,511.812064,138.414352,14309.41,20.95,243.284,-0.03326,-0.34984,6.2,-0.3025,-0.32,1.0,111.8739544825476,151.9034472940992,105.28524716974037
2015-01-19,122.133264,511.812064,138.414352,14312.5,20.95,243.284,-0.0331,-0.34809,6.2,-0.3025,-0.32,1.0,111.8739544825476,151.9034472940992,105.28524716974037
2015-01-20,123.038052,511.085222,137.749601,14308.44,19.89,236.183,-0.03742,-0.34635,6.2,-0.3166,-0.32,1.0,111.83817880617241,152.01493573154562,105.3523366723702
2015-01-21,123.718643,507.707139,137.348551,14560.42,18.85,243.602,-0.04041,-0.34461,6.2,-0.3004,-0.32,1.0,111.77666371898836,152.274199614295,105.39769550750523
2015-01-22,122.508502,499.888614,135.648868,14763.98,16.4,241.824,-0.05956,-0.31445,6.2,-0.3079,-0.32,1.0,111.79056895653433,152.80131623067544,105.54445564857009
2015-01-23,123.07244,502.026431,134.876187,14779.35,16.66,235.318,-0.06257,-0.31287,6.2,-0.3156,-0.3,1.0,111.76791039378332,152.6280766244595,105.64097600353952
2015-01-26,123.171459,498.262663,134.457896,14797.83,15.52,238.709,-0.07539,-0.31131,6.2,-0.3156,-0.3,1.0,111.7531409067095,152.89919086891578,105.67250035687712
2015-01-27,123.837346,500.725008,134.46834,14833.88,17.22,237.896,-0.09991,-0.29305,6.2,-0.3034,-0.3,1.0,111.74252698213232,152.82156721983893,105.65841372263156
2015-01-28,123.798194,503.09778,134.573008,14602.88,20.44,227.055,-0.09941,-0.29158,6.2,-0.3034,-0.3,1.0,111.73057078400088,152.59146253983144,105.65976030146174
2015-01-29,124.14167,500.984238,135.439125,14637.28,18.76,230.462,-0.11525,-0.29013,6.2,-0.33,-0.3,1.0,111.70044071691191,152.78727815735542,105.58658523722643
2015-01-30,124.185885,508.429847,136.090891,14673.48,20.97,221.78,-0.11807,-0.33196,6.2,-0.33,-0.22,1.0,111.71483181494374,152.32018629980436,105.58959835303529
2015-01-31,124.185885,508.429847,136.090891,14673.48,20.97,221.78,-0.11807,-0.33196,6.0,-0.33,-0.22,1.0,111.71483181494374,152.32018629980436,105.58959835303529
2015-02-02,125.816429,509.23468,136.385115,14900.47,19.43,223.887,-0.1305,-0.34516,6.0,-0.2728,-0.22,1.0,111.71437730029567,152.35560316002358,105.61277518898262
2015-02-03,126.20258,493.864881,134.584349,15062.88,17.33,235.896,-0.15767,-0.34343,6.0,-0.3052,-0.22,1.0,111.68746689854623,153.39096005175023,105.73176995522246
2015-02-04,125.768118,489.02291,133.89034,14995.65,18.33,233.793,-0.15595,-0.34172,6.0,-0.3118,-0.22,1.0,111.73347139349137,153.64181405015327,105.78916324270372
2015-02-05,125.796016,482.266857,133.172363,15124.92,16.85,241.595,-0.22763,-0.3033,6.0,-0.3091,-0.22,1.0,111.72749553341406,154.08687296726214,105.85311991008504
2015-02-06,125.035719,462.449101,130.811975,15083.92,17.29,250.703,-0.21011,-0.26694,6.0,-0.3083,-0.18,1.0,111.76827310990642,155.3954654740149,106.06948684040483
2015-02-09,124.785803,463.481479,129.888553,15100.7,18.55,254.337,-0.20906,-0.2656,6.0,-0.3083,-0.18,1.0,111.78538122037878,155.4743650310636,106.10289174246279
2015-02-10,124.595357,459.114375,128.903608,15112.52,17.23,256.688,-0.23863,-0.26427,6.0,-0.3002,-0.18,1.0,111.80452009334279,155.7168893714982,106.18232823933884
2015-02-11,124.431002,459.440021,128.629127,15151.5,16.96,257.545,-0.23613,-0.26295,6.0,-0.3002,-0.18,1.0,111.8331242898275,155.70591841431843,106.19268979792197
2015-02-12,124.469613,458.313605,127.960533,15228.52,15.34,256.033,-0.26175,-0.26164,6.0,-0.3079,-0.18,1.0,111.82526655998811,155.8062800702741,106.24407168628251
2015-02-13,124.017208,456.051504,127.999364,15264.81,14.69,263.77,-0.27869,-0.19666,6.0,-0.3079,-0.16,1.0,111.86658933015931,156.0876987758475,106.27326098081464
2015-02-16,124.017208,456.051504,127.999364,15264.81,14.69,263.77,-0.27729,-0.19568,6.0,-0.3079,-0.16,1.0,111.86658933015931,156.0876987758475,106.27326098081464
2015-02-17,122.604041,442.66295,126.567736,15284.61,15.8,271.154,-0.28966,-0.1947,6.0,-0.3364,-0.16,1.0,111.93100838531647,156.91478336206407,106.33630121177731
2015-02-18,121.988772,448.641125,125.310094,15212.75,15.45,269.151,-0.32553,-0.41945,6.0,-0.3825,-0.16,1.0,111.96277739192459,156.60874441536077,106.48088415418282
2015-02-19,122.222045,443.975561,123.593103,15180.33,15.29,271.361,-0.34088,-0.41735,6.0,-0.3868,-0.16,1.0,111.97407084948546,156.8950307021326,106.59998486682944
2015-02-20,121.61175,438.443624,122.888577,15172.24,14.3,269.392,-0.33917,-0.41526,6.0,-0.3868,-0.15,1.0,112.02283937562784,157.19314575120188,106.68843422453033
2015-02-23,120.821592,441.381403,122.785629,15200.26,14.56,263.69,-0.37506,-0.41319,6.0,-0.4022,-0.15,1.0,112.0613690077524,156.96640286499198,106.70662522257459
2015-02-24,119.765424,443.875971,122.884565,15164.97,13.69,257.156,-0.39306,-0.36803,6.0,-0.4022,-0.15,1.0,112.119232304833,156.79407814804728,106.72745428614768
2015-02-25,122.225956,439.823225,122.780685,15228.57,13.84,254.953,-0.38437,-0.36619,6.0,-0.4053,-0.15,1.0,112.04564235313156,157.0066039944018,106.74574487381429
2015-02-26,121.495453,430.346409,122.544772,15241.16,13.91,260.911,-0.39443,-0.32525,6.0,-0.3977,-0.15,1.0,112.10269849488886,157.64189353887983,106.75420151600353
2015-02-27,121.366096,428.043244,123.141262,15234.34,13.34,257.513,-0.41677,-0.30469,6.0,-0.3914,-0.14,1.0,112.17132908725299,157.68720447143681,106.69752972355245
2015-02-28,121.366096,428.043244,123.141262,15234.34,13.34,257.513,-0.41677,-0.30469,5.5,-0.3914,-0.14,0.94,112.17132908725299,157.68720447143681,106.69752972355245
2015-03-02,121.724413,424.168193,122.659765,15264.05,13.04,266.693,-0.43828,-0.33434,5.5,-0.4362,-0.14,0.94,112.20242863632528,158.17195076057385,106.69370187987546
2015-03-03,121.468701,424.825138,122.193602,15133.85,13.86,269.909,-0.45055,-0.33267,5.5,-0.5231,-0.14,0.94,112.21824261149428,158.20085539884735,106.75102630219232
2015-03-04,120.700512,430.289549,122.383182,15082.84,14.23,270.462,-0.44639,-0.33101,5.5,-0.5255,-0.14,0.94,112.23632132344417,157.85938724940522,106.73341589045722
2015-03-05,119.85753,431.945858,122.49518,15103.11,14.04,271.838,-0.45705,-0.30525,5.5,-0.5327,-0.14,0.94,112.29891560304382,157.7653002218914,106.74730228599398
2015-03-06,120.009378,427.770629,121.730879,14952.5,15.2,283.076,-0.45923,-0.32454,5.5,-0.5458,-0.13,0.94,112.29589520767315,158.09525588610285,106.80514796463218
2015-03-09,119.586723,436.140081,121.956211,14854.49,15.06,278.786,-0.45693,-0.32292,5.5,-0.5458,-0.13,0.94,112.33909760861803,157.64808948375878,106.79487116317445
2015-03-10,119.343177,451.094145,123.61587,14641.76,16.69,270.705,-0.47104,-0.3213,5.5,-0.5581,-0.13,0.94,112.34871742233933,156.77166413231,106.67980806809024
2015-03-11,119.525477,446.181643,124.40466,14739.2,16.87,266.507,-0.46869,-0.31969,5.5,-0.5581,-0.13,0.94,112.34921223877886,156.9078005815556,106.6164680087964
2015-03-12,119.701858,446.919732,124.920708,14770.72,15.42,267.49,-0.50953,-0.32834,5.5,-0.6361,-0.13,0.94,112.34695869694004,156.87565603186633,106.54248669240549
2015-03-13,119.563569,453.966716,125.813949,14731.5,16.0,267.336,-0.52481,-0.62282,5.5,-0.6361,-0.15,0.94,112.365616187395,156.44660536278124,106.45392291258527
2015-03-16,119.120324,458.149917,127.431009,14862.76,15.61,260.945,-0.56914,-0.61971,5.5,-0.6906,-0.15,0.94,112.39116528418863,156.1740717285619,106.30488386431057
2015-03-17,119.548382,465.129026,129.703691,14898.53,15.66,255.192,-0.59746,-0.61661,5.5,-0.7352,-0.15,0.94,112.38501926099184,155.6850425850962,106.17650330589403
2015-03-18,120.134583,477.884834,130.26323,14962.24,13.97,247.49,-0.59448,-0.61353,5.5,-0.7352,-0.15,0.94,112.36587591005103,154.91645845652866,106.153862558765
2015-03-19,119.920212,465.7922,129.787032,14873.93,14.07,251.822,-0.59539,-0.61046,5.5,-0.7356,-0.15,0.94,112.3851860656287,155.63716440844598,106.2052020685628
2015-03-20,120.080273,468.27085,130.385618,14942.41,13.02,250.084,-0.59241,-0.60741,5.5,-0.7356,-0.17,0.94,112.35691100044085,155.5010310448303,106.18974342834942
2015-03-23,119.894802,468.982972,130.331884,14957.21,13.41,250.905,-0.5952,-0.60437,5.5,-0.7285,-0.17,0.94,112.37106924367761,155.54144353988966,106.1954475828905
2015-03-24,119.599382,468.507094,130.573252,15081.26,13.62,244.48,-0.571,-0.5545,5.5,-0.6907,-0.17,0.94,112.38653841463085,155.5283558405849,106.18139379203102
2015-03-25,119.913465,463.010111,130.816088,14929.37,15.44,247.191,-0.60181,-0.55173,5.5,-0.6992,-0.17,0.94,112.38381468522505,155.8878949816522,106.14024844549368
2015-03-26,120.14604,461.574338,130.774514,14869.8,15.8,254.428,-0.61332,-0.54897,5.5,-0.6961,-0.17,0.94,112.35928320866562,156.1256736232702,106.12508751468334
2015-03-27,120.203782,464.800784,130.663845,14812.42,15.07,249.984,-0.61024,-0.54623,5.5,-0.6961,-0.15,0.94,112.37025984936591,155.88372012437077,106.17696311329946
2015-03-30,120.323501,461.837911,130.359048,14908.39,14.51,252.766,-0.6232,-0.51899,5.5,-0.618,-0.15,0.94,112.35126427166043,156.12985156618157,106.21985551608465
2015-03-31,120.825209,464.016475,129.797476,14902.44,15.29,251.054,-0.62374,-0.49445,4.8,-0.618,-0.15,0.99,112.32410870067962,155.96076830346755,106.23413709171867
2015-04-01,121.743909,468.595614,129.221009,14942.55,15.11,244.477,-0.62902,-0.48596,4.8,-0.5953,-0.15,0.99,112.32711566211982,155.66714901719138,106.25359838718023
2015-04-02,122.635056,464.92541,128.352955,15026.62,14.67,251.11,-0.57072,-0.48353,4.8,-0.5597,-0.15,0.99,112.30492504794735,155.93427199934646,106.31131057334588
2015-04-03,122.491595,472.511443,129.194479,15026.62,14.67,246.909,-0.60724,-0.46708,4.8,-0.677,-0.18,0.99,112.30871453583828,155.4482575163124,106.26803358510409
2015-04-06,122.02053,463.200179,128.448967,15100.65,14.74,254.311,-0.60421,-0.46475,4.8,-0.677,-0.18,0.99,112.33391546993352,156.0865216080331,106.31248234060487
2015-04-07,122.449761,455.172062,126.615666,15188.84,14.78,249.759,-0.58911,-0.46242,4.8,-0.6301,-0.18,0.99,112.31937995714898,156.55709097050374,106.49528015193621
2015-04-08,122.543004,451.081578,126.312608,15213.6,13.98,249.795,-0.58616,-0.46011,4.8,-0.6301,-0.18,0.99,112.32343588466118,156.87879874593963,106.55755756877004
2015-04-09,122.420846,446.279691,125.68133,15326.31,13.09,257.28,-0.58017,-0.45781,4.8,-0.6177,-0.18,0.99,112.3220118880298,157.22970583730637,106.57021816438034
2015-04-10,122.0222,445.246446,125.342254,15388.43,12.58,255.956,-0.57727,-0.46286,4.8,-0.6177,-0.24,0.99,112.36680620973712,157.39126633427594,106.62607840735546
2015-04-13,121.293759,445.068192,125.77353,15383.59,13.94,255.778,-0.58217,-0.46054,4.8,-0.6177,-0.24,0.99,112.39573170105928,157.42421931900418,106.59594089248262
2015-04-14,121.47479,447.651543,126.477945,15389.28,13.67,252.241,-0.60805,-0.42444,4.8,-0.6184,-0.24,0.99,112.39895472488139,157.18736482354717,106.5251125411575
2015-04-15,121.666702,445.064333,126.73517,15450.87,12.84,252.446,-0.63064,-0.42232,4.8,-0.6099,-0.24,0.99,112.40422978158509,157.4004013416534,106.50631129181019
2015-04-16,121.036002,448.115204,126.766824,15386.77,12.6,255.5,-0.68596,-0.42021,4.8,-0.6476,-0.24,0.99,112.43550509124789,157.30940457250426,106.50709105736412
2015-04-17,121.208319,453.646702,127.41029,15360.55,13.89,249.834,-0.68261,-0.41236,4.8,-0.6476,-0.16,0.99,112.43150401895181,157.08742127044565,106.48765307011205
2015-04-20,120.877203,446.620908,126.704646,15412.6,13.3,254.717,-0.68427,-0.4103,4.8,-0.6476,-0.16,0.99,112.44567681561328,157.47975602911526,106.527104333605
2015-04-21,120.56927,443.583111,126.237776,15346.44,13.25,255.529,-0.68084,-0.40825,4.8,-0.6476,-0.16,0.99,112.47723535731043,157.65388275393312,106.56568789602639
2015-04-22,120.547368,439.812831,125.400803,15304.77,12.71,263.621,-0.65069,-0.39483,4.8,-0.6188,-0.16,0.99,112.4812845678574,157.93510860763655,106.61600608246282
2015-04-23,119.865071,442.607749,125.35876,15392.35,12.48,262.766,-0.68725,-0.39286,4.8,-0.6544,-0.16,0.99,112.50331845284086,157.7705643065345,106.63157066908298
2015-04-24,120.495979,443.01137,125.722549,15408.33,12.29,258.364,-0.68814,-0.39089,4.8,-0.5939,-0.1,0.99,112.50843006339032,157.72694275635865,106.62506873809885
2015-04-27,119.936551,440.332267,125.627057,15344.08,13.12,259.686,-0.6918,-0.38894,4.8,-0.5939,-0.1,0.99,112.52710322676418,157.85860967066543,106.61612686136655
2015-04-28,119.808237,437.321601,126.269869,15346.07,12.41,268.793,-0.71151,-0.33532,4.8,-0.5939,-0.1,0.99,112.5363625633508,158.04549238957165,106.51887653565439
2015-04-29,118.998479,438.995235,127.640113,15347.34,13.39,275.23,-0.69073,-0.3625,4.8,-0.5841,-0.1,0.99,112.58557105071658,158.07403292351464,106.36284714346029
2015-04-30,118.465438,438.973958,127.747777,15224.52,14.55,273.53,-0.67191,-0.46356,5.1,-0.6118,-0.1,0.98,112.62841521351517,158.15460797760974,106.3283838367986
2015-05-01,119.213503,433.555178,128.102796,15339.77,12.7,282.226,-0.70348,-0.47027,5.1,-0.6833,-0.09,0.98,112.62617398611263,158.59254988930866,106.32054910001716
2015-05-04,118.238228,430.908106,128.267844,15367.47,12.85,287.061,-0.69729,-0.46792,5.1,-0.6759,-0.09,0.98,112.66544920137912,158.76251255654978,106.2953063091376
2015-05-05,117.647147,427.735568,127.971642,15173.94,14.31,290.118,-0.73489,-0.46558,5.1,-0.6759,-0.09,0.98,112.67276061804544,158.98097052642507,106.32140514698395
2015-05-06,118.190574,429.240826,127.822809,15023.89,15.15,297.772,-0.7349,-0.45101,5.1,-0.6853,-0.09,0.98,112.64739064032496,158.97081571835906,106.30925627251841
2015-05-07,117.785345,434.465,128.43424,15088.82,15.13,290.123,-0.71686,-0.44876,5.1,-0.5994,-0.09,0.98,112.66454465005981,158.62982738436946,106.27419224973026
2015-05-08,118.404637,432.682589,128.754392,15170.02,12.86,289.05,-0.72839,-0.46054,5.1,-0.5978,-0.03,0.98,112.65111295856344,158.71363463580556,106.25909170837181
2015-05-11,117.789491,424.055789,128.242257,15152.64,13.85,303.085,-0.72475,-0.45824,5.1,-0.5978,-0.03,0.98,112.66604253330887,159.3217629229148,106.24090918604011
2015-05-12,117.748879,434.745346,128.680705,15043.15,13.86,299.751,-0.71681,-0.45595,5.1,-0.5978,-0.03,0.98,112.66348784752833,158.71076191435023,106.21640907947206
2015-05-13,118.154055,430.545361,128.224232,14980.72,13.76,306.669,-0.74202,-0.53367,5.1,-0.6068,-0.03,0.98,112.63972322450076,158.98685945112697,106.23867477632109
2015-05-14,117.85384,433.909345,127.921226,15028.12,12.74,303.45,-0.73675,-0.70687,5.1,-0.602,-0.03,0.98,112.64197788583377,158.7987440230678,106.2660651008661
2015-05-15,118.682553,435.876525,127.810823,15108.12,12.38,291.4,-0.78485,-0.70333,5.1,-0.6068,-0.05,0.98,112.62627362109707,158.60420122788574,106.33859283255597
2015-05-18,118.15082,430.476626,127.242914,15108.12,12.73,301.853,-0.79439,-0.69981,5.1,-0.6226,-0.05,0.98,112.6387940443089,158.9938082897063,106.34385413111673
2015-05-19,117.983479,427.281969,127.549153,15121.02,12.85,306.518,-0.71364,-0.69632,5.1,-0.5227,-0.05,0.98,112.63949148919988,159.15018647122562,106.30449715992582
2015-05-20,118.230225,429.901221,129.179186,15072.83,12.88,302.682,-0.71007,-0.69283,5.1,-0.5227,-0.05,0.98,112.63559229087667,158.90487117852857,106.17296575537162
2015-05-21,118.478956,430.665483,130.089801,15203.61,12.11,297.288,-0.73782,-0.68937,5.1,-0.5513,-0.05,0.98,112.63721555747692,158.7995092592879,106.11826774447887
2015-05-22,119.002191,426.916261,130.763639,15200.76,12.13,296.891,-0.73413,-0.6089,5.1,-0.5513,-0.12,0.98,112.61934395195532,159.14750660164032,106.07818715932967
2015-05-25,119.002191,426.916261,130.763639,15187.4,12.13,296.891,-0.73046,-0.60585,5.1,-0.5513,-0.12,0.98,112.61934395195532,159.14750660164032,106.07818715932967
2015-05-26,118.659231,429.308859,130.69913,15050.81,14.06,288.288,-0.71479,-0.58589,5.1,-0.5522,-0.12,0.98,112.65384788291128,158.7986360260206,106.11301915948695
2015-05-27,118.893005,427.863401,131.043174,15110.47,13.27,285.712,-0.71122,-0.58296,5.1,-0.5522,-0.12,0.98,112.63557213998095,158.8779398005888,106.08055082366494
2015-05-28,118.45786,429.363453,131.70706,15107.0,13.31,288.218,-0.69209,-0.58004,5.1,-0.5347,-0.12,0.98,112.65855199756938,158.7599499409014,106.02063389277417
